S:BB3_FIX:2.0BLUE-GREEN-GOLD.data,31.0
S:BB3_FIX:2.0BLUE-ZF-GE20.data,31.0
S:BB3_FIX:2.0GBL-GBM-GBX.data,25.0
S:BB3_FIX:2.0GBL-GBS-GBX.data,35.0
S:BB3_FIX:2.0GBM-GBS-GBL.data,40.0
S:BB3_FIX:2.0GE12-RED-US10Y.data,46.0
S:BB3_FIX:2.0GE14-ZF-US10Y.data,46.0
S:BB3_FIX:2.0GE16-US5Y-GE19.data,46.0
S:BB3_FIX:2.0TN-ZN-ZB.data,31.0
S:BB3_FIX:2.0UB-ZB-US30Y.data,21.0
S:BB3_FIX:2.0US10Y-US5Y-ZB.data,31.0
S:BB3_FIX:2.0US10Y-US7Y-ZB.data,31.0
S:BB3_FIX:2.0US10Y-ZN-ZB.data,31.0
S:BB3_FIX:2.0US3Y-US2Y-ZF.data,51.0
S:BB3_FIX:2.0US3Y-ZT-ZF.data,51.0
S:BB3_FIX:2.0US5Y-RED-GE18.data,38.0
S:BB3_FIX:2.0US5Y-RED-GOLD.data,38.0
S:BB3_FIX:2.0US5Y-US3Y-GE18.data,38.0
S:BB3_FIX:2.0US5Y-US3Y-GOLD.data,38.0
S:BB3_FIX:2.0US5Y-ZF-GE15.data,38.0
S:BB3_FIX:2.0US5Y-ZF-ZN.data,38.0
S:BB3_FIX:2.0US7Y-GE11-ZB.data,38.0
S:BB3_FIX:2.0ZB-US10Y-UB.data,26.0
S:BB3_FIX:2.0ZB-US10Y-US30Y.data,26.0
S:BB3_FIX:2.0ZB-ZN-UB.data,26.0
S:BB3_FIX:2.0ZF-RED-GOLD.data,36.0
S:BB3_FIX:2.0ZF-US2Y-ZN.data,36.0
S:BB3_FIX:2.0ZF-ZT-GE19.data,36.0
S:BB3_FIX:2.0ZF-ZT-GOLD.data,36.0
S:BB3_FIX:2.0ZF-ZT-ZN.data,36.0
S:BB3_FIX:2.0ZN-US5Y-GE19.data,28.0
S:BB3_FIX:2.0ZN-US5Y-US10Y.data,28.0
S:BB3_FIX:2.0ZN-US5Y-ZB.data,28.0
S:BB3_FIX:2.0ZN-ZF-ZB.data,28.0
S:BB3_FIX:2.0ZN-ZT-TN.data,28.0
S:BB3_FIX:2.0ZN-ZT-ZB.data,28.0
S:BB3_FIX:3.0US10Y-2.0ZN-ZB.data,46.0
S:BB3_FIX:BLUE-0.3ZF-0.7ZN.data,16.0
S:BB3_FIX:BLUE-0.5ZF-0.5ZN.data,16.0
S:BB3_FIX:BLUE-2.0ZF+ZN.data,16.0
S:BB3_FIX:BLUE-2.0ZN+ZB.data,16.0
S:BB3_FIX:G-R.data,40.0
S:BB3_FIX:GBL-GBM.data,20.0
S:BB3_FIX:GBL-GBS.data,20.0
S:BB3_FIX:GBL-GBX.data,6.0
S:BB3_FIX:GBM-GBL.data,11.0
S:BB3_FIX:GBM-GBS.data,16.0
S:BB3_FIX:GBM-GBX.data,11.0
S:BB3_FIX:GBS-0.5U4-0.5GBM.data,46.0
S:BB3_FIX:GBS-3.0GBM+3.0GBL-GBX.data,46.0
S:BB3_FIX:GBS-BTS.data,46.0
S:BB3_FIX:GBS-GBL.data,23.0
S:BB3_FIX:GBS-GBM-GBL+GBX.data,46.0
S:BB3_FIX:GBS-GBM.data,26.0
S:BB3_FIX:GBS-GBX.data,23.0
S:BB3_FIX:GBX-GBL.data,11.0
S:BB3_FIX:GBX-GBM.data,11.0
S:BB3_FIX:GBX-GBS.data,11.0
S:BB3_FIX:GE10-2.0ZF+ZN.data,23.0
S:BB3_FIX:GE10-2.0ZN+ZB.data,23.0
S:BB3_FIX:GE11-2.0ZF+ZN.data,23.0
S:BB3_FIX:GE11-2.0ZN+ZB.data,23.0
S:BB3_FIX:GE12-2.0ZF+ZN.data,23.0
S:BB3_FIX:GE13-2.0ZN+ZB.data,23.0
S:BB3_FIX:GE5-2.0ZF+ZN.data,41.0
S:BB3_FIX:GE6-2.0ZF+ZN.data,41.0
S:BB3_FIX:GE7-2.0ZF+ZN.data,41.0
S:BB3_FIX:GE8-2.0ZF+ZN.data,41.0
S:BB3_FIX:GE9-2.0ZF+ZN.data,31.0
S:BB3_FIX:GOLD-0.5ZN-0.5ZB.data,16.0
S:BB3_FIX:GOLD-2.0ZB+UB.data,16.0
S:BB3_FIX:GOLD-2.0ZB+ZF.data,16.0
S:BB3_FIX:GOLD-2.0ZN+ZB.data,16.0
S:BB3_FIX:GREEN-2.0ZF+ZN.data,16.0
S:BB3_FIX:RED-2.0GE11+US10Y.data,31.0
S:BB3_FIX:RED-2.0ZT+ZF.data,31.0
S:BB3_FIX:RED-BLUE+0.1R.data,31.0
S:BB3_FIX:RED-BLUE.data,31.0
S:BB3_FIX:U10-2.0GBL+GBX.data,45.0
S:BB3_FIX:U10-2.0GBM+GBL.data,43.0
S:BB3_FIX:U10-2.3GBL+1.3GBX.data,33.0
S:BB3_FIX:U11-2.0GBL+GBX.data,45.0
S:BB3_FIX:U11-2.0GBM+GBL.data,43.0
S:BB3_FIX:U11-2.0GBS+GBM.data,43.0
S:BB3_FIX:U11-2.3GBL+1.3GX.data,33.0
S:BB3_FIX:U12-2.0GBL+GBX.data,45.0
S:BB3_FIX:U12-2.0GBM+GBL.data,33.0
