S:BB3:2.0GBL-ZN-R.data,10
S:BB3:2.0R-ZN-GBL.data,20
S:BB3:2.0ZN-GBL-R.data,15
S:BB3:BT-CGB.data,25
S:BB3:BT-CGB-0.3C6+0.3J6.data,25
S:BB3:BT-CGB-0.3C6+0.5J6.data,25
S:BB3:BT-CGB-0.5C6+0.5J6.data,25
S:BB3:BT-GBL.data,25
S:BB3:BT-GBL-0.3E6+0.3J6.data,25
S:BB3:BT-GBL-0.5DF+0.5NKD.data,25
S:BB3:BT-GBL-0.5E6+0.5J6.data,25
S:BB3:BT-GBL-0.75E6+0.5J6.data,25
S:BB3:BT-R.data,25
S:BB3:BT-R-0.3B6+0.3J6.data,25
S:BB3:BT-R-0.5B6+0.5J6.data,25
S:BB3:BT-R-0.75B6+0.5J6.data,25
S:BB3:BT-TN.data,20
S:BB3:BT-TS.data,36
S:BB3:BT-TS-0.3A6+0.3J6.data,35
S:BB3:BT-TS-0.3A6+0.5J6.data,35
S:BB3:BT-TS-0.3J6+0.3A6.data,35
S:BB3:BT-TS-0.5A6+0.5J6.data,35
S:BB3:BT-TS-A6+J6.data,36
S:BB3:BT-US10Y+0.3J6.data,25
S:BB3:BT-US10Y+0.5J6.data,25
S:BB3:BT-US7Y+0.3J6.data,25
S:BB3:BT-US7Y+0.5J6.data,25
S:BB3:BT-ZN.data,25
S:BB3:BT-ZN+0.3J6.data,25
S:BB3:BT-ZN+0.5J6.data,25
S:BB3:CGB-GBL.data,10
S:BB3:CGB-GBL-0.3E6+0.3C6.data,6
S:BB3:CGB-GBL-0.5E6+0.5C6.data,15
S:BB3:CGB-GBL-0.6E6+0.15C6.data,6
S:BB3:CGB-GBL-0.75E6+0.3C6.data,6
S:BB3:CGB-GBL-E6+0.3C6.data,6
S:BB3:CGB-GBL-E6+C6.data,6
S:BB3:CGB-GBM.data,12
S:BB3:CGB-GBM-0.3E6+0.3C6.data,12
S:BB3:CGB-GBM-0.5E6+0.5C6.data,12
S:BB3:CGB-GBM-E6+C6.data,12
S:BB3:CGB-GBX.data,6
S:BB3:CGB-GBX-0.3E6+0.3C6.data,6
S:BB3:CGB-OAT.data,6
S:BB3:CGB-OAT-0.3E6+0.3C6.data,6
S:BB3:CGB-OAT-0.5E6+0.5C6.data,6
S:BB3:CGB-R.data,20
S:BB3:CGB-R-0.3B6+0.3C6.data,6
S:BB3:CGB-R-0.5B6+0.5C6.data,15
S:BB3:CGB-R-0.75B6+0.3C6.data,6
S:BB3:CGB-R-B6+C6.data,6
S:BB3:CGB-TN.data,15
S:BB3:CGB-TN+0.3C6.data,6
S:BB3:CGB-UB.data,6
S:BB3:CGB-UB+0.3C6.data,6
S:BB3:CGB-US10Y+0.3C6.data,6
S:BB3:CGB-US10Y+0.5C6.data,6
S:BB3:CGB-US7Y+0.3C6.data,6
S:BB3:CGB-US7Y+0.5C6.data,6
S:BB3:CGB-ZB.data,6
S:BB3:CGB-ZB+0.3C6.data,6
S:BB3:CGB-ZB+0.5C6.data,6
S:BB3:CGB-ZB+C6.data,6
S:BB3:CGB-ZF.data,6
S:BB3:CGB-ZN.data,15
S:BB3:CGB-ZN+0.3C6.data,6
S:BB3:CGB-ZN+0.5C6.data,15
S:BB3:CGB-ZN+0.75C6.data,6
S:BB3:CGB-ZN+C6.data,6
S:BB3:CGF-CGB.data,25
S:BB3:CGF-CGB+0.5C6.data,20
S:BB3:GBL-CGB.data,6
S:BB3:GBL-R.data,15
S:BB3:GBL-R-0.3B6+0.3E6.data,15
S:BB3:GBL-R-0.5B6+0.5E6.data,15
S:BB3:GBL-R-0.67B6+0.67E6.data,15
S:BB3:GBL-R-0.75B6+0.75E6.data,15
S:BB3:GBL-R-B6+E6.data,15
S:BB3:GBL-TN.data,15
S:BB3:GBL-TN+0.3E6.data,15
S:BB3:GBL-TN+E6.data,15
S:BB3:GBL-UB.data,15
S:BB3:GBL-UB+0.3E6.data,15
S:BB3:GBL-UB+0.5E6.data,15
S:BB3:GBL-UB+E6.data,15
S:BB3:GBL-US10Y+0.3E6.data,15
S:BB3:GBL-US10Y+0.5E6.data,15
S:BB3:GBL-US7Y+0.3E6.data,15
S:BB3:GBL-US7Y+0.5E6.data,15
S:BB3:GBL-ZB.data,6
S:BB3:GBL-ZB+0.3E6.data,6
S:BB3:GBL-ZB+0.5E6.data,6
S:BB3:GBL-ZB+0.7E6.data,6
S:BB3:GBL-ZB+E6.data,6
S:BB3:GBL-ZF.data,6
